7927,ibm,1
7927,almaden,1
7927,research,1
7927,center,1
7927,650,1
7927,harry,1
7927,road,1
7927,ca,1
7927,95120,1
7927,san,1
7927,jose,1
7927,usa,1
7930,iit,1
7930,bombay,1
7987,university,1
7987,of,1
7987,california,1
7987,san,1
7987,diego,1
7987,usa,1
5613,28msec,1
5613,inc,1
5613,zurich,1
5613,switzerland,1
9530,28msec,1
9530,inc,1
7952,76,1
7952,patision,1
7952,street,1
7952,athens,2
7952,university,1
7952,of,1
7952,economics,1
7952,and,1
7952,business,1
7952,greece,1
7569,aalborg,1
7569,univ,1
7608,aalborg,2
7608,univ,1
7608,the,1
7608,netherlands,1
946,aalborg,1
946,university,1
2336,aalborg,2
2336,university,1
2336,denmark,1
2367,aalborg,1
2367,university,1
2367,denmark,1
8298,aalborg,1
8298,university,1
8298,denmark,2
8298,ost,1
651,advanced,1
651,data,1
651,management,1
651,technologies,1
651,laboratory,1
651,department,1
651,of,2
651,computer,1
651,science,1
651,university,1
651,pittsburgh,2
651,pa,1
7572,agricultural,1
7572,univ,1
7572,of,1
7572,athens,1
8865,alma,1
8865,mater,1
8865,studiorum,1
8865,università,1
8865,di,1
8865,bologna,2
8865,italy,1
8445,almaden,1
5887,almaden,1
5887,research,1
5887,center,1
5887,san,1
5887,jose,1
5887,ca,1
5887,usa,1
672,amazon,1
672,corp,1
672,seattle,1
8128,amazon,1
8128,com,1
8128,seattle,1
8425,applications,1
8425,research,1
8425,laboratory,1
8425,corporate,1
8425,technology,1
8425,group,1
8425,intel,1
8425,corporation,1
8425,usa,1
3893,aristotle,1
3893,university,1
3893,thessaloniki,1
3893,greece,1
2341,arizona,1
2341,state,1
2341,univ,1
2341,tempe,1
2341,az,1
2634,arizona,1
2634,state,1
2634,university,1
494,arizona,2
494,state,1
494,university,1
2385,arizona,1
2385,state,1
2385,university,1
2385,tempe,1
2385,az,1
5629,arizona,1
5629,state,1
5629,university,1
5629,tempe,1
5629,az,1
5629,usa,1
9469,arizona,1
9469,state,1
9469,university,1
9469,tempe,1
9469,usa,1
3068,aster,1
3068,data,1
9563,aster,1
9563,data,1
9563,systems,1
5130,asu,1
5130,tempe,1
5130,az,1
4046,at,1
4046,&,1
4046,t,1
4046,labs,1
4046,research,1
4168,at,1
4168,&,1
4168,t,1
4168,labs,1
4168,research,1
4168,florham,1
4168,park,1
4168,nj,1
9264,at,1
9264,&,1
9264,t,1
9264,labs,1
9264,research,1
9264,florham,1
9264,park,1
9264,usa,1
9264,07932,1
3435,at&t,1
6808,at&t,1
6808,laboratories,1
6259,at&t,1
6259,laboratories,1
6259,research,1
6259,florham,1
6259,park,1
6259,nj,1
6259,usa,1
1635,at&t,1
1635,labs,1
1702,at&t,1
1702,labs,1
1702,research,1
4264,at&t,1
4264,labs,1
4264,research,1
4264,florham,1
4264,park,1
4264,nj,1
5865,at&t,1
5865,labs,1
5865,research,1
5865,florham,1
5865,park,1
5865,nj,1
5865,usa,1
7429,at&t,1
7429,labs,1
7429,research,1
7761,at&t,1
7761,labs,1
7761,––,1
7761,research,2
7761,180,1
7761,park,2
7761,avenue,1
7761,bldg,1
7761,103,1
7761,florham,1
7761,nj,1
7761,07932,1
7761,usa,1
7761,e,1
7761,mail,1
7761,divesh,1
7761,att,1
7761,com,1
2240,at&t,1
2240,labs,1
2240,inc,1
6367,at&t,1
6367,labs,1
6367,inc,1
6367,research,1
6367,florham,1
6367,park,1
6367,nj,1
6367,usa,1
454,at&t,1
454,labs,1
454,research,1
7730,at&t,1
7730,labs,1
7730,research,2
7730,180,1
7730,park,2
7730,avenue,1
7730,room,1
7730,e243,1
7730,florham,1
7730,nj,1
7730,07932,1
7730,usa,1
7730,e,1
7730,mail,1
7730,mff,1
7730,att,1
7730,com,1
7699,at&t,1
7699,labs,1
7699,research,2
7699,florham,1
7699,park,1
7699,n,1
7699,j,1
7699,usa,1
7699,e,1
7699,mail,1
7699,divesh,1
7699,att,1
7699,com,1
1072,at&t,1
1072,labs,1
1072,research,1
1072,florham,1
1072,park,1
1072,nj,1
5996,at&t,1
5996,labs,1
5996,research,1
5996,florham,1
5996,park,1
5996,nj,1
5996,usa,1
7733,at&t,1
7733,labs,1
7733,research,2
7733,e,1
7733,mail,1
7733,suciu,1
7733,att,1
7733,com,1
7080,at&t,1
7080,labs,1
7080,research,1
7659,at&t,1
7659,labs,1
7659,research,1
7659,florham,1
7659,park,1
7659,nj,1
3142,at&t,1
3142,labs,1
3142,research,1
3117,at&t,1
3117,labs,1
3117,research,1
3117,florham,1
3117,park,1
3117,nj,1
8034,at&t,1
8034,labs,1
8034,research,1
8034,nj,1
8024,at&t,1
8024,labs,1
8024,research,1
8024,usa,1
103,at&t,1
103,labs,1
103,research,1
7737,at&t,1
7737,labs,1
7737,research,2
7737,180,1
7737,park,2
7737,ave,1
7737,room,1
7737,e,1
7737,233,1
7737,florham,1
7737,nj,1
7737,07932,1
7737,0971,1
7737,usa,1
7737,http,1
7737,www,1
7737,att,1
7737,com,1
7737,~suciu,1
7710,at&t,1
7710,labs,1
7710,research,2
7710,180,1
7710,park,2
7710,avenue,1
7710,bldg,1
7710,103,1
7710,florham,1
7710,nj,1
7710,07932,1
7710,usa,1
7710,e,1
7710,mail,1
7710,sihem,1
7710,divesh,1
7710,att,1
7710,com,1
8948,at&t,1
8948,labs,1
8948,research,1
8948,florham,1
8948,park,1
8948,nj,1
2964,at&t,1
2964,labs,1
2964,research,1
2964,florham,1
2964,park,1
2964,nj,1
5773,at&t,1
5773,labs,1
5773,research,1
5773,new,1
5773,jersey,1
5773,nj,1
5773,usa,1
1456,at&t,1
1456,labs,1
1456,research,1
1456,nj,1
8577,at&t,1
8577,labs,1
8577,research,1
8577,usa,1
9240,at&t,1
9240,labs,1
9240,florham,1
9240,park,1
9240,nj,1
6156,at&t,1
6156,labs,1
6156,florham,1
6156,park,1
6156,nj,1
6156,usa,1
6764,at&t,1
6764,labs,1
6764,research,1
7624,at&t,1
7624,labs,1
7624,research,1
9400,at&t,1
9400,labs,1
9400,research,1
9400,florham,1
9400,park,1
9400,nj,1
7112,at&t,1
7112,research,1
7105,at&t,1
7105,research,1
7105,laboratory,1
7105,florham,1
7105,park,1
7105,nj,1
3074,athens,1
3074,univ,1
3074,of,1
3074,economics,1
3074,and,1
3074,business,1
5179,athens,2
5179,university,1
5179,of,1
5179,economics,1
5179,and,1
5179,business,1
5179,greece,1
2494,athens,1
2494,university,1
2494,of,1
2494,economics,1
2494,and,1
2494,business,1
2494,greece,1
5204,att,1
5204,labs,1
5204,research,1
5204,florham,1
5204,park,1
5204,nj,1
1854,basic,1
1854,research,1
1854,unit,1
1854,helsinki,2
1854,institute,1
1854,for,1
1854,information,1
1854,technology,1
1854,department,1
1854,of,2
1854,computer,1
1854,science,1
1854,university,1
1854,finland,1
1140,bayerisches,1
1140,forschungszentrum,1
1140,für,1
1140,wissensbasierte,1
1140,systeme,1
1140,orleansstrá,1
1140,münchen,1
1140,germany,1
3653,bea,1
3653,systems,1
6321,bea,1
6321,systems,1
6321,inc,1
6321,san,1
6321,jose,1
6321,ca,1
6321,usa,1
2587,bea,1
2587,systems,1
2587,inc,1
2587,san,1
2587,jose,1
2465,bea,1
2465,systems,1
2465,inc,1
1224,bea,1
1224,systems,1
1224,inc,1
4616,bea,1
4616,systems,1
4616,inc,1
4616,burlington,1
4616,ma,1
5337,bea,1
5337,systems,1
5337,inc,1
5337,san,1
5337,francisco,1
5337,ca,1
799,bea,1
799,systems,1
799,inc,1
799,san,1
799,jose,1
799,ca,1
804,bea,1
804,systems,1
804,inc,1
804,san,2
804,jose,1
804,ca,1
804,and,1
804,computer,1
804,science,1
804,department,1
804,at,1
804,the,1
804,university,1
804,of,1
804,california,1
804,diego,1
4627,bea,1
4627,systems,1
4627,liberty,1
4627,corner,1
4627,nj,1
9233,bea,1
9233,systems,1
9233,redwood,1
9233,shores,1
9233,ca,1
4629,bea,1
4629,systems,1
4629,san,1
4629,francisco,1
4629,ca,1
1583,bea,1
1583,systems,1
1583,san,1
1583,jose,1
1583,ca,1
1585,bea,1
1585,systems,1
1585,san,1
1585,jose,1
1585,ca,1
1585,and,1
1585,technical,1
1585,university,1
1585,of,1
1585,munich,2
1585,germany,1
8070,bea,1
8070,systems,1
8070,usa,1
4236,bea,1
