journals/sigmod/Mackay99,semantic,1
journals/sigmod/Mackay99,integration,1
journals/sigmod/Mackay99,of,1
journals/sigmod/Mackay99,environmental,1
journals/sigmod/Mackay99,models,1
journals/sigmod/Mackay99,for,1
journals/sigmod/Mackay99,application,1
journals/sigmod/Mackay99,to,1
journals/sigmod/Mackay99,global,1
journals/sigmod/Mackay99,information,1
journals/sigmod/Mackay99,systems,1
journals/sigmod/Mackay99,and,1
journals/sigmod/Mackay99,decision,1
journals/sigmod/Mackay99,making,1
journals/sigmod/Mackay99,d,1
journals/sigmod/Mackay99,scott,1
journals/sigmod/Mackay99,mackay,1
conf/vldb/PoosalaI96,estimation,1
conf/vldb/PoosalaI96,of,1
conf/vldb/PoosalaI96,query,1
conf/vldb/PoosalaI96,result,1
conf/vldb/PoosalaI96,distribution,1
conf/vldb/PoosalaI96,and,1
conf/vldb/PoosalaI96,its,1
conf/vldb/PoosalaI96,application,1
conf/vldb/PoosalaI96,in,1
conf/vldb/PoosalaI96,parallel,1
conf/vldb/PoosalaI96,join,1
conf/vldb/PoosalaI96,load,1
conf/vldb/PoosalaI96,balancing,1
conf/vldb/PoosalaI96,viswanath,1
conf/vldb/PoosalaI96,poosala,1
conf/vldb/PoosalaI96,yannis,1
conf/vldb/PoosalaI96,e,1
conf/vldb/PoosalaI96,ioannidis,1
conf/vldb/PalpanasSCP02,incremental,1
conf/vldb/PalpanasSCP02,maintenance,1
conf/vldb/PalpanasSCP02,for,1
conf/vldb/PalpanasSCP02,non,1
conf/vldb/PalpanasSCP02,distributive,1
conf/vldb/PalpanasSCP02,aggregate,1
conf/vldb/PalpanasSCP02,functions,1
conf/vldb/PalpanasSCP02,themistoklis,1
conf/vldb/PalpanasSCP02,palpanas,1
conf/vldb/PalpanasSCP02,richard,1
conf/vldb/PalpanasSCP02,sidle,1
conf/vldb/PalpanasSCP02,hamid,1
conf/vldb/PalpanasSCP02,pirahesh,1
conf/vldb/PalpanasSCP02,roberta,1
conf/vldb/PalpanasSCP02,cochrane,1
conf/vldb/GardarinGT96,cost,1
conf/vldb/GardarinGT96,based,1
conf/vldb/GardarinGT96,selection,1
conf/vldb/GardarinGT96,of,1
conf/vldb/GardarinGT96,path,1
conf/vldb/GardarinGT96,expression,1
conf/vldb/GardarinGT96,processing,1
conf/vldb/GardarinGT96,algorithms,1
conf/vldb/GardarinGT96,in,1
conf/vldb/GardarinGT96,object,1
conf/vldb/GardarinGT96,oriented,1
conf/vldb/GardarinGT96,databases,1
conf/vldb/GardarinGT96,zhao,1
conf/vldb/GardarinGT96,hui,1
conf/vldb/GardarinGT96,tang,1
conf/vldb/GardarinGT96,georges,1
conf/vldb/GardarinGT96,gardarin,1
conf/vldb/GardarinGT96,jean,1
conf/vldb/GardarinGT96,robert,1
conf/vldb/GardarinGT96,gruser,1
conf/vldb/HoelS95,benchmarking,1
conf/vldb/HoelS95,spatial,2
conf/vldb/HoelS95,join,1
conf/vldb/HoelS95,operations,1
conf/vldb/HoelS95,with,1
conf/vldb/HoelS95,output,1
conf/vldb/HoelS95,erik,1
conf/vldb/HoelS95,g,1
conf/vldb/HoelS95,hoel,1
conf/vldb/HoelS95,hanan,1
conf/vldb/HoelS95,samet,1
conf/sigmod/Keim99,efficient,1
conf/sigmod/Keim99,geometry,1
conf/sigmod/Keim99,based,1
conf/sigmod/Keim99,similarity,1
conf/sigmod/Keim99,search,1
conf/sigmod/Keim99,of,1
conf/sigmod/Keim99,3d,1
conf/sigmod/Keim99,spatial,1
conf/sigmod/Keim99,databases,1
conf/sigmod/Keim99,daniel,1
conf/sigmod/Keim99,a,1
